ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,member_casual
9A9AE8B19822F1F6,electric_bike,2022-01-31 15:31:41.987,2022-02-01 16:31:36.900,Suydam St & Broadway,,40.69544,-73.93223,,,casual
E713A0F8383E6BA3,classic_bike,2022-01-28 09:07:36.575,2022-02-05 17:14:49.048,1 Ave & E 16 St,LaGuardia Pl & W 3 St,40.732219,-73.981656,40.72917,-73.998102,casual
B579339F4CE01534,electric_bike,2022-01-31 14:50:40.880,2022-02-01 15:50:35.986,Kingsland Ave & Nassau Ave,,40.72577,-73.94173,,,member
9DCAEA41588ECE0C,electric_bike,2022-01-31 12:20:43.706,2022-02-01 13:20:37.055,Degraw St & Smith St,,40.6829151,-73.99318208,,,casual
BCAE36B54CEB8480,electric_bike,2022-01-31 12:20:48.253,2022-02-01 13:20:39.660,Degraw St & Smith St,,40.6829151,-73.99318208,,,casual
3D281E1728207359,classic_bike,2022-01-31 18:46:48.256,2022-02-01 08:31:46.345,8 Ave & W 31 St,,40.7505853470215,-73.9946848154068,40.75,-74.0,member
B18BE193F61D66C0,electric_bike,2022-01-31 06:39:00.282,2022-02-01 07:38:54.052,Van Buren St & Broadway,,40.692,-73.92617,,,casual
11779A10DB61868F,classic_bike,2022-01-31 08:43:48.675,2022-02-01 09:43:44.676,E 39 St & Lexington Ave,,40.7494985460252,-73.97729203113158,,,member
2F8CD7C24EE52598,electric_bike,2022-01-31 08:24:00.492,2022-02-01 09:23:57.076,Richardson St & N Henry St,,40.71907891179564,-73.94223690032959,,,member
77B1ADABABC5FA43,electric_bike,2022-01-31 08:25:32.959,2022-02-01 09:25:27.087,Richardson St & N Henry St,,40.71907891179564,-73.94223690032959,,,member
877EAEF7B15F8F52,electric_bike,2022-01-31 23:57:57.009,2022-02-01 00:08:47.967,W Tremont Ave & Montgomery Ave,Grand Concourse & E 192 St,40.851788,-73.916418,40.86448,-73.89522,member
